"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.vqa"	"Answer.vqa_answer"	"Answer.confidence"
"3AQN9REUTF4D6QOV1V391VBJTZ0DYP"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000010592.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3AQN9REUTF4D6QOV1V391VBJTZ0DYP"	"30ZX6P7VF9K3UBTA88NQK91BKY02J9"	"AWMQYV1RQM94M"	"Submitted"	"Tue May 09 21:24:34 CDT 2017"	"Mon Apr 24 21:23:58 CDT 2017"	"Mon Apr 24 21:24:34 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000010592.png"",""dataset"":""abstract"",""question"":""What color is the scooter?"",""answer"":""red"",""rectangle"":{""startX"":300.1666259765625,""startY"":52.83332824707031,""w"":139,""h"":135},""goPage2Time"":""2017-04-25T02:24:03.910Z"",""startDrawTime"":""2017-04-25T02:24:18.840Z"",""goPage3Time"":""2017-04-25T02:24:28.894Z"",""startInputTime"":""2017-04-25T02:24:30.854Z"",""submitTime"":""2017-04-25T02:24:33.979Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[82,69,68],""timeTypeStream"":[""2017-04-25T02:24:30.843Z"",""2017-04-25T02:24:30.907Z"",""2017-04-25T02:24:31.098Z""],""confidence"":""yes""}"	"red"	"yes"
"3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001203.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3RKNTXVS3NN2WW5TIGT1KPVQEOVA4O"	"A16TPV9T2VG2CJ"	"Submitted"	"Tue May 09 18:56:10 CDT 2017"	"Mon Apr 24 18:55:50 CDT 2017"	"Mon Apr 24 18:56:10 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001203.png"",""dataset"":""abstract"",""question"":""What are the boys playing?"",""answer"":""baseball"",""rectangle"":{""startX"":271.1700134277344,""startY"":102.97000122070312,""w"":172,""h"":94},""goPage2Time"":""2017-04-24T23:55:10.523Z"",""startDrawTime"":""2017-04-24T23:55:13.879Z"",""goPage3Time"":""2017-04-24T23:55:20.209Z"",""startInputTime"":""2017-04-24T23:55:22.570Z"",""submitTime"":""2017-04-24T23:55:26.944Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[66,65,83,69,66,65,76,76],""timeTypeStream"":[""2017-04-24T23:55:22.568Z"",""2017-04-24T23:55:22.816Z"",""2017-04-24T23:55:23.104Z"",""2017-04-24T23:55:23.472Z"",""2017-04-24T23:55:23.920Z"",""2017-04-24T23:55:24.088Z"",""2017-04-24T23:55:24.424Z"",""2017-04-24T23:55:24.576Z""],""confidence"":""yes""}"	"baseball"	"yes"
"3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001203.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3GFK2QRXXA6HZSCWXQ8376YV63U5W0"	"A3JGB77LDAM21N"	"Submitted"	"Tue May 09 19:15:48 CDT 2017"	"Mon Apr 24 19:15:12 CDT 2017"	"Mon Apr 24 19:15:48 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001203.png"",""dataset"":""abstract"",""question"":""What are the boys playing?"",""answer"":""baseball"",""rectangle"":{""startX"":93.5,""startY"":67.46665954589844,""w"":425,""h"":232},""goPage2Time"":""2017-04-25T00:15:26.056Z"",""startDrawTime"":""2017-04-25T00:15:31.390Z"",""goPage3Time"":""2017-04-25T00:15:41.804Z"",""startInputTime"":""2017-04-25T00:15:43.932Z"",""submitTime"":""2017-04-25T00:15:47.945Z"",""deleteCnt"":2,""editCnt"":1,""keyTypeStream"":[66,83,69,65,83,69,66,65,76,76],""timeTypeStream"":[""2017-04-25T00:15:43.916Z"",""2017-04-25T00:15:44.196Z"",""2017-04-25T00:15:44.300Z"",""2017-04-25T00:15:45.235Z"",""2017-04-25T00:15:45.345Z"",""2017-04-25T00:15:45.470Z"",""2017-04-25T00:15:45.681Z"",""2017-04-25T00:15:45.772Z"",""2017-04-25T00:15:45.878Z"",""2017-04-25T00:15:46.006Z""],""confidence"":""yes""}"	"baseball"	"yes"
"3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001203.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3FUI0JHJPYNHUFN49N98NCPEUFA335"	"A39CN7ZXMNM2OB"	"Submitted"	"Tue May 09 19:54:53 CDT 2017"	"Mon Apr 24 19:54:27 CDT 2017"	"Mon Apr 24 19:54:53 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001203.png"",""dataset"":""abstract"",""question"":""What are the boys playing?"",""answer"":""Baseball"",""rectangle"":{""startX"":263,""startY"":94.171875,""w"":187,""h"":105},""goPage2Time"":""2017-04-25T00:54:37.548Z"",""startDrawTime"":""2017-04-25T00:54:42.552Z"",""goPage3Time"":""2017-04-25T00:54:50.085Z"",""startInputTime"":""2017-04-25T00:54:55.251Z"",""submitTime"":""2017-04-25T00:55:00.163Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[66,65,83,69,66,65,76,76],""timeTypeStream"":[""2017-04-25T00:54:55.251Z"",""2017-04-25T00:54:55.465Z"",""2017-04-25T00:54:55.873Z"",""2017-04-25T00:54:56.148Z"",""2017-04-25T00:54:57.182Z"",""2017-04-25T00:54:57.339Z"",""2017-04-25T00:54:57.636Z"",""2017-04-25T00:54:57.773Z""],""confidence"":""yes""}"	"Baseball"	"yes"
"3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001203.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3LOTDFNYA8O91P5L32LCTIP8VYAFWX"	"ATR6RB1RULOC0"	"Submitted"	"Tue May 09 19:59:24 CDT 2017"	"Mon Apr 24 19:59:07 CDT 2017"	"Mon Apr 24 19:59:24 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001203.png"",""dataset"":""abstract"",""question"":""What are the boys playing?"",""answer"":""baseball"",""rectangle"":{""startX"":105.0555419921875,""startY"":89.0555419921875,""w"":415,""h"":195},""goPage2Time"":""2017-04-25T00:59:20.973Z"",""startDrawTime"":""2017-04-25T00:59:24.458Z"",""goPage3Time"":""2017-04-25T00:59:30.748Z"",""startInputTime"":""2017-04-25T00:59:31.934Z"",""submitTime"":""2017-04-25T00:59:36.174Z"",""deleteCnt"":1,""editCnt"":1,""keyTypeStream"":[65,66,65,83,69,66,65,76,76],""timeTypeStream"":[""2017-04-25T00:59:31.933Z"",""2017-04-25T00:59:32.751Z"",""2017-04-25T00:59:32.892Z"",""2017-04-25T00:59:33.048Z"",""2017-04-25T00:59:33.160Z"",""2017-04-25T00:59:33.465Z"",""2017-04-25T00:59:33.540Z"",""2017-04-25T00:59:33.685Z"",""2017-04-25T00:59:33.813Z""],""confidence"":""yes""}"	"baseball"	"yes"
"3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001203.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3M7OI89LVYC1IE8BVGD6YY989PV6CI"	"3TK8OJTYM2A8DDUARVCLJAKYQVXVP8"	"A2C929NA28XOWX"	"Submitted"	"Tue May 09 20:47:45 CDT 2017"	"Mon Apr 24 20:47:24 CDT 2017"	"Mon Apr 24 20:47:45 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001203.png"",""dataset"":""abstract"",""question"":""What are the boys playing?"",""answer"":""baseball"",""rectangle"":{""startX"":109.68182373046875,""startY"":63.09376525878906,""w"":409,""h"":233},""goPage2Time"":""2017-04-25T01:47:30.645Z"",""startDrawTime"":""2017-04-25T01:47:35.443Z"",""goPage3Time"":""2017-04-25T01:47:38.750Z"",""startInputTime"":""2017-04-25T01:47:40.634Z"",""submitTime"":""2017-04-25T01:47:45.559Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[66,65,83,69,66,65,76,76],""timeTypeStream"":[""2017-04-25T01:47:40.632Z"",""2017-04-25T01:47:40.775Z"",""2017-04-25T01:47:41.151Z"",""2017-04-25T01:47:41.199Z"",""2017-04-25T01:47:41.735Z"",""2017-04-25T01:47:41.871Z"",""2017-04-25T01:47:42.047Z"",""2017-04-25T01:47:42.159Z""],""confidence"":""yes""}"	"baseball"	"yes"
"3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000015104.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3KWTYT0871S1OY0XTC11YVHF8WOL5L"	"A16TPV9T2VG2CJ"	"Submitted"	"Tue May 09 18:39:34 CDT 2017"	"Mon Apr 24 18:39:09 CDT 2017"	"Mon Apr 24 18:39:34 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000015104.png"",""dataset"":""abstract"",""question"":""What type of animal is that?"",""answer"":""cat"",""rectangle"":{""startX"":343.1700134277344,""startY"":190.97000122070312,""w"":51,""h"":49},""goPage2Time"":""2017-04-24T23:38:29.449Z"",""startDrawTime"":""2017-04-24T23:38:33.535Z"",""goPage3Time"":""2017-04-24T23:38:46.639Z"",""startInputTime"":""2017-04-24T23:38:48.881Z"",""submitTime"":""2017-04-24T23:38:51.623Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[67,65,84],""timeTypeStream"":[""2017-04-24T23:38:48.879Z"",""2017-04-24T23:38:49.079Z"",""2017-04-24T23:38:49.311Z""],""confidence"":""yes""}"	"cat"	"yes"
"3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000015104.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3M68NM076IW8A0VO3F82CD4EAJQ6RE"	"A3JGB77LDAM21N"	"Submitted"	"Tue May 09 19:08:38 CDT 2017"	"Mon Apr 24 19:08:10 CDT 2017"	"Mon Apr 24 19:08:38 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000015104.png"",""dataset"":""abstract"",""question"":""What type of animal is that?"",""answer"":""cat."",""rectangle"":{""startX"":336.5,""startY"":189.46665954589844,""w"":58,""h"":58},""goPage2Time"":""2017-04-25T00:08:16.076Z"",""startDrawTime"":""2017-04-25T00:08:29.665Z"",""goPage3Time"":""2017-04-25T00:08:32.416Z"",""startInputTime"":""2017-04-25T00:08:34.344Z"",""submitTime"":""2017-04-25T00:08:38.104Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[67,65,84],""timeTypeStream"":[""2017-04-25T00:08:34.330Z"",""2017-04-25T00:08:34.494Z"",""2017-04-25T00:08:34.627Z""],""confidence"":""yes""}"	"cat."	"yes"
"3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000015104.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3PEIJLRY6UIQ1BW63WRYZPPFZ24XW2"	"A64ZW1TX2A7I4"	"Submitted"	"Tue May 09 19:26:45 CDT 2017"	"Mon Apr 24 19:26:22 CDT 2017"	"Mon Apr 24 19:26:45 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000015104.png"",""dataset"":""abstract"",""question"":""What type of animal is that?"",""answer"":""dog"",""rectangle"":{""startX"":347.5,""startY"":191.171875,""w"":44,""h"":50},""goPage2Time"":""2017-04-25T00:26:56.478Z"",""startDrawTime"":""2017-04-25T00:27:00.123Z"",""goPage3Time"":""2017-04-25T00:27:07.855Z"",""startInputTime"":""2017-04-25T00:27:10.128Z"",""submitTime"":""2017-04-25T00:27:14.063Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[68,79,71],""timeTypeStream"":[""2017-04-25T00:27:10.089Z"",""2017-04-25T00:27:10.335Z"",""2017-04-25T00:27:10.569Z""],""confidence"":""yes""}"	"dog"	"yes"
"3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000015104.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3OS46CRSLGO037C5CZDCDATHVP46V8"	"ATR6RB1RULOC0"	"Submitted"	"Tue May 09 19:27:12 CDT 2017"	"Mon Apr 24 19:26:57 CDT 2017"	"Mon Apr 24 19:27:12 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000015104.png"",""dataset"":""abstract"",""question"":""What type of animal is that?"",""answer"":""cat"",""rectangle"":{""startX"":348.0555419921875,""startY"":190.0555419921875,""w"":42,""h"":50},""goPage2Time"":""2017-04-25T00:27:11.713Z"",""startDrawTime"":""2017-04-25T00:27:15.675Z"",""goPage3Time"":""2017-04-25T00:27:19.532Z"",""startInputTime"":""2017-04-25T00:27:21.151Z"",""submitTime"":""2017-04-25T00:27:24.512Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[67,65,84],""timeTypeStream"":[""2017-04-25T00:27:21.149Z"",""2017-04-25T00:27:21.280Z"",""2017-04-25T00:27:21.454Z""],""confidence"":""yes""}"	"cat"	"yes"
"3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000015104.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3N7PQ0KLI5DHIT5785L3HJXRKA63E2"	"31LM9EDVOMHZJXI3URLACX49VTPJNF"	"A1PIWJSP8Q5UW7"	"Submitted"	"Tue May 09 20:48:37 CDT 2017"	"Mon Apr 24 20:48:19 CDT 2017"	"Mon Apr 24 20:48:37 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000015104.png"",""dataset"":""abstract"",""question"":""What type of animal is that?"",""answer"":""dog"",""rectangle"":{""startX"":283.27777099609375,""startY"":156.45834350585938,""w"":34,""h"":38},""goPage2Time"":""2017-04-25T01:47:37.101Z"",""startDrawTime"":""2017-04-25T01:47:41.607Z"",""goPage3Time"":""2017-04-25T01:47:47.193Z"",""startInputTime"":""2017-04-25T01:47:49.576Z"",""submitTime"":""2017-04-25T01:47:51.783Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[68,79,71],""timeTypeStream"":[""2017-04-25T01:47:49.566Z"",""2017-04-25T01:47:50.043Z"",""2017-04-25T01:47:50.616Z""],""confidence"":""maybe""}"	"dog"	"maybe"
"3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001756.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"31EUONYN2WSQSDI9CVZ6UAF8GPXOVE"	"A64ZW1TX2A7I4"	"Submitted"	"Tue May 09 19:24:56 CDT 2017"	"Mon Apr 24 19:24:18 CDT 2017"	"Mon Apr 24 19:24:56 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001756.png"",""dataset"":""abstract"",""question"":""Does the dog belong to the girl?"",""answer"":""unanswerable"",""rectangle"":{""startX"":338.5,""startY"":253.171875,""w"":110,""h"":61},""goPage2Time"":""2017-04-25T00:24:51.690Z"",""startDrawTime"":""2017-04-25T00:24:58.649Z"",""goPage3Time"":""2017-04-25T00:25:07.930Z"",""startInputTime"":""2017-04-25T00:25:17.137Z"",""submitTime"":""2017-04-25T00:25:25.896Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[85,78,65,78,83,87,69,82,65,66,76,69],""timeTypeStream"":[""2017-04-25T00:25:17.124Z"",""2017-04-25T00:25:17.451Z"",""2017-04-25T00:25:18.959Z"",""2017-04-25T00:25:19.454Z"",""2017-04-25T00:25:19.866Z"",""2017-04-25T00:25:20.124Z"",""2017-04-25T00:25:20.367Z"",""2017-04-25T00:25:20.602Z"",""2017-04-25T00:25:21.150Z"",""2017-04-25T00:25:21.761Z"",""2017-04-25T00:25:22.093Z"",""2017-04-25T00:25:22.458Z""],""confidence"":""yes""}"	"unanswerable"	"yes"
"3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001756.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"338JKRMM27OW88TOXNDKEE4UJUKAHF"	"ATR6RB1RULOC0"	"Submitted"	"Tue May 09 19:51:52 CDT 2017"	"Mon Apr 24 19:51:40 CDT 2017"	"Mon Apr 24 19:51:52 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001756.png"",""dataset"":""abstract"",""question"":""Does the dog belong to the girl?"",""answer"":""yes"",""rectangle"":{""startX"":328.0555419921875,""startY"":149.0555419921875,""w"":191,""h"":160},""goPage2Time"":""2017-04-25T00:51:53.818Z"",""startDrawTime"":""2017-04-25T00:51:59.053Z"",""goPage3Time"":""2017-04-25T00:52:01.930Z"",""startInputTime"":""2017-04-25T00:52:02.446Z"",""submitTime"":""2017-04-25T00:52:04.107Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-04-25T00:52:02.444Z"",""2017-04-25T00:52:02.481Z"",""2017-04-25T00:52:02.615Z""],""confidence"":""yes""}"	"yes"	"yes"
"3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001756.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"3TESA3PJ32ZJ2N3OLNJ2FA7QUXAMMM"	"A39CN7ZXMNM2OB"	"Submitted"	"Tue May 09 20:55:20 CDT 2017"	"Mon Apr 24 20:55:01 CDT 2017"	"Mon Apr 24 20:55:20 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001756.png"",""dataset"":""abstract"",""question"":""Does the dog belong to the girl?"",""answer"":""Unanswerable"",""rectangle"":{""startX"":317,""startY"":137.171875,""w"":226,""h"":178},""goPage2Time"":""2017-04-25T01:55:10.281Z"",""startDrawTime"":""2017-04-25T01:55:16.651Z"",""goPage3Time"":""2017-04-25T01:55:20.662Z"",""startInputTime"":""2017-04-25T01:55:24.326Z"",""submitTime"":""2017-04-25T01:55:26.217Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[],""timeTypeStream"":[],""confidence"":""yes""}"	"Unanswerable"	"yes"
"3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"3LJ9P5KQ1644D6TBHD84QFMYR7AYTS"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Mon Apr 24 18:25:07 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"abstract_v002_train2015_000000001756.png"	"600"	"1296000"	"Mon May 01 18:25:07 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3YKP7CX6G231C9UA0QM3TS3MMFFB7F"	"3KMS4QQVK3FI6PB4EO2957VD8R5FK5"	"AWMQYV1RQM94M"	"Submitted"	"Tue May 09 21:27:14 CDT 2017"	"Mon Apr 24 21:26:49 CDT 2017"	"Mon Apr 24 21:27:14 CDT 2017"	""	""	""	""	""	"{""image"":""abstract_v002_train2015_000000001756.png"",""dataset"":""abstract"",""question"":""Does the dog belong to the girl?"",""answer"":""possibly"",""rectangle"":{""startX"":314.1666259765625,""startY"":135.8333282470703,""w"":221,""h"":180},""goPage2Time"":""2017-04-25T02:26:57.733Z"",""startDrawTime"":""2017-04-25T02:27:02.959Z"",""goPage3Time"":""2017-04-25T02:27:06.394Z"",""startInputTime"":""2017-04-25T02:27:08.672Z"",""submitTime"":""2017-04-25T02:27:13.836Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[80,79,83,83,73,66,76,89],""timeTypeStream"":[""2017-04-25T02:27:08.661Z"",""2017-04-25T02:27:08.912Z"",""2017-04-25T02:27:09.204Z"",""2017-04-25T02:27:09.352Z"",""2017-04-25T02:27:09.579Z"",""2017-04-25T02:27:09.712Z"",""2017-04-25T02:27:09.849Z"",""2017-04-25T02:27:10.002Z""],""confidence"":""yes""}"	"possibly"	"yes"
