hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.vqa	Answer.confidence	Answer.vqa_answer
3E22YV8GG1USJON7Z2LTK9U1331NPZ	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000439356.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3E22YV8GG1USJON7Z2LTK9U1331NPZ	30LB5CDZNDZMYGV0B7MYPFWM6GC0ZR	A2YO837C0O1E91	Submitted	Wed May 17 13:04:30 CDT 2017	Tue May 02 13:04:00 CDT 2017	Tue May 02 13:04:30 CDT 2017							maybe	Ludlow
3E22YV8GG1USJON7Z2LTK9U1331NPZ	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000439356.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3E22YV8GG1USJON7Z2LTK9U1331NPZ	3N2BF7Y2VRJXA92DUQ3PN5ZUDTXHMU	AQ53YJDPDDLZ	Submitted	Wed May 17 13:16:28 CDT 2017	Tue May 02 13:16:23 CDT 2017	Tue May 02 13:16:28 CDT 2017						"{""image"":""COCO_train2014_000000439356.jpg"",""dataset"":""vizwiz"",""question"":""What street sign is on the right?"",""answer"":""Ludlow"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:16:24.569Z"",""startInputTime"":""2017-05-02T18:16:26.139Z"",""submitTime"":""2017-05-02T18:16:28.533Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,85,68,76,79,87],""timeTypeStream"":[""2017-05-02T18:16:26.136Z"",""2017-05-02T18:16:26.261Z"",""2017-05-02T18:16:26.438Z"",""2017-05-02T18:16:26.887Z"",""2017-05-02T18:16:26.998Z"",""2017-05-02T18:16:27.126Z""],""confidence"":""yes""}"	yes	Ludlow
3E22YV8GG1USJON7Z2LTK9U1331NPZ	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000439356.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3E22YV8GG1USJON7Z2LTK9U1331NPZ	3ZR9AIQJUCY6VJ7BQEW8VJJD5LB40L	AHWIOBB972VHR	Submitted	Wed May 17 13:23:59 CDT 2017	Tue May 02 13:23:47 CDT 2017	Tue May 02 13:23:59 CDT 2017						"{""image"":""COCO_train2014_000000439356.jpg"",""dataset"":""vizwiz"",""question"":""What street sign is on the right?"",""answer"":""Ludlow St"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:23:50.130Z"",""startInputTime"":""2017-05-02T18:23:55.303Z"",""submitTime"":""2017-05-02T18:23:59.842Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,85,68,76,79,87,83,84],""timeTypeStream"":[""2017-05-02T18:23:55.302Z"",""2017-05-02T18:23:55.534Z"",""2017-05-02T18:23:55.790Z"",""2017-05-02T18:23:56.078Z"",""2017-05-02T18:23:56.310Z"",""2017-05-02T18:23:56.574Z"",""2017-05-02T18:23:57.630Z"",""2017-05-02T18:23:57.734Z""],""confidence"":""yes""}"	yes	Ludlow St
3E22YV8GG1USJON7Z2LTK9U1331NPZ	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000439356.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3E22YV8GG1USJON7Z2LTK9U1331NPZ	3M68NM076IW8A0VO3F82CD4EA2H6R7	A3L1OIVE57IMT2	Submitted	Wed May 17 13:24:16 CDT 2017	Tue May 02 13:24:03 CDT 2017	Tue May 02 13:24:16 CDT 2017						"{""image"":""COCO_train2014_000000439356.jpg"",""dataset"":""vizwiz"",""question"":""What street sign is on the right?"",""answer"":""Ludlow St"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:24:04.595Z"",""startInputTime"":""2017-05-02T18:24:13.270Z"",""submitTime"":""2017-05-02T18:24:16.490Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,85,68,76,79,87,83,84],""timeTypeStream"":[""2017-05-02T18:24:13.268Z"",""2017-05-02T18:24:13.545Z"",""2017-05-02T18:24:13.649Z"",""2017-05-02T18:24:13.891Z"",""2017-05-02T18:24:14.083Z"",""2017-05-02T18:24:14.167Z"",""2017-05-02T18:24:14.626Z"",""2017-05-02T18:24:14.877Z""],""confidence"":""yes""}"	yes	Ludlow St
3E22YV8GG1USJON7Z2LTK9U1331NPZ	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000439356.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3E22YV8GG1USJON7Z2LTK9U1331NPZ	3ZAZR5XV0276S8QGNNFIKGYNF5BCZY	AOUZBLGN7NVT0	Submitted	Wed May 17 13:27:34 CDT 2017	Tue May 02 13:27:26 CDT 2017	Tue May 02 13:27:34 CDT 2017						"{""image"":""COCO_train2014_000000439356.jpg"",""dataset"":""vizwiz"",""question"":""What street sign is on the right?"",""answer"":""Ludlow"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:27:27.406Z"",""startInputTime"":""2017-05-02T18:27:31.582Z"",""submitTime"":""2017-05-02T18:27:33.788Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,85,68,76,79,87],""timeTypeStream"":[""2017-05-02T18:27:31.542Z"",""2017-05-02T18:27:31.875Z"",""2017-05-02T18:27:32.007Z"",""2017-05-02T18:27:32.157Z"",""2017-05-02T18:27:32.391Z"",""2017-05-02T18:27:32.555Z""],""confidence"":""yes""}"	yes	Ludlow
3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000567121.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	37KGEN7NJ4FV8TXE5J3MDIVG4PGPP1	A2YO837C0O1E91	Submitted	Wed May 17 13:00:12 CDT 2017	Tue May 02 12:59:57 CDT 2017	Tue May 02 13:00:12 CDT 2017							yes	white
3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000567121.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3RXCAC0YISE4PO5YGJBOXNMYEOU8GX	A1BAEFJ2OG7NJ0	Submitted	Wed May 17 13:10:27 CDT 2017	Tue May 02 13:10:15 CDT 2017	Tue May 02 13:10:27 CDT 2017						"{""image"":""COCO_train2014_000000567121.jpg"",""dataset"":""vizwiz"",""question"":""What color is her visor?"",""answer"":""white"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:10:08.781Z"",""startInputTime"":""2017-05-02T18:10:12.890Z"",""submitTime"":""2017-05-02T18:10:19.741Z"",""deleteCnt"":1,""editCnt"":1,""keyTypeStream"":[71,87,72,73,84,69],""timeTypeStream"":[""2017-05-02T18:10:12.868Z"",""2017-05-02T18:10:14.523Z"",""2017-05-02T18:10:14.719Z"",""2017-05-02T18:10:14.835Z"",""2017-05-02T18:10:14.888Z"",""2017-05-02T18:10:15.039Z""],""confidence"":""yes""}"	yes	white
3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000567121.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3DYGAII7PMXG85YT5WIBDNLQ9L4QPV	A37WDOIQH6JM6V	Submitted	Wed May 17 13:21:17 CDT 2017	Tue May 02 13:21:01 CDT 2017	Tue May 02 13:21:17 CDT 2017						"{""image"":""COCO_train2014_000000567121.jpg"",""dataset"":""vizwiz"",""question"":""What color is her visor?"",""answer"":""white"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:21:03.364Z"",""startInputTime"":""2017-05-02T18:21:11.070Z"",""submitTime"":""2017-05-02T18:21:15.263Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[87,72,73,84,69],""timeTypeStream"":[""2017-05-02T18:21:11.063Z"",""2017-05-02T18:21:11.653Z"",""2017-05-02T18:21:11.816Z"",""2017-05-02T18:21:12.006Z"",""2017-05-02T18:21:12.228Z""],""confidence"":""yes""}"	yes	white
3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000567121.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3MB8LZR5BGI46HL00Z570K0X55BLK0	A1FAZ7DF5HKZFB	Submitted	Wed May 17 13:22:39 CDT 2017	Tue May 02 13:22:27 CDT 2017	Tue May 02 13:22:39 CDT 2017						"{""image"":""COCO_train2014_000000567121.jpg"",""dataset"":""vizwiz"",""question"":""What color is her visor?"",""answer"":""white"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:15:56.168Z"",""startInputTime"":""2017-05-02T18:16:01.967Z"",""submitTime"":""2017-05-02T18:16:06.722Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[87,72,73,84,69],""timeTypeStream"":[""2017-05-02T18:16:01.949Z"",""2017-05-02T18:16:02.181Z"",""2017-05-02T18:16:02.432Z"",""2017-05-02T18:16:02.759Z"",""2017-05-02T18:16:03.148Z""],""confidence"":""yes""}"	yes	white
3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000567121.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3DWGDA5POFS2A1DEGRWUTU6GMQXV1K	3HVVDCPGTFHN9ZIMDN8PVJPPXX6YTB	A1UBNUY60OGSA1	Submitted	Wed May 17 13:23:20 CDT 2017	Tue May 02 13:23:13 CDT 2017	Tue May 02 13:23:20 CDT 2017						"{""image"":""COCO_train2014_000000567121.jpg"",""dataset"":""vizwiz"",""question"":""What color is her visor?"",""answer"":""white "",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:23:14.168Z"",""startInputTime"":""2017-05-02T18:23:17.291Z"",""submitTime"":""2017-05-02T18:23:20.495Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[87,72,73,84,69],""timeTypeStream"":[""2017-05-02T18:23:17.289Z"",""2017-05-02T18:23:17.657Z"",""2017-05-02T18:23:17.785Z"",""2017-05-02T18:23:17.882Z"",""2017-05-02T18:23:18.002Z""],""confidence"":""yes""}"	yes	white 
3VGET1QSZ0NT0CSLVHIZG6G7WL07W4	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:16 CDT 2017	5	0	0	0	Reviewable	NotReviewed	COCO_train2014_000000423964.jpg	600	1296000	Tue May 09 12:58:16 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3VGET1QSZ0NT0CSLVHIZG6G7WL07W4	33FBRBDW6POR8CPTEXF57W1JGW2C8R	A2YO837C0O1E91	Submitted	Wed May 17 13:08:03 CDT 2017	Tue May 02 13:07:43 CDT 2017	Tue May 02 13:08:03 CDT 2017							yes	no
