"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.vqa"	"Answer.confidence"	"Answer.vqa_answer"
"34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:45:59 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000371647.jpg"	"600"	"1296000"	"Wed May 03 11:45:59 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3I2PTA7R3UJFXE1DS4D3H6ZRFXXKQV"	"A1J0GU26323WVA"	"Submitted"	"Thu May 11 12:55:59 CDT 2017"	"Wed Apr 26 12:55:41 CDT 2017"	"Wed Apr 26 12:55:59 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000371647.jpg"",""dataset"":""real"",""question"":""WHY IS IT DARK ON ONE SIDE OF THE ROOM?"",""answer"":""light is off"",""rectangle"":{""startX"":1,""startY"":79.96665954589844,""w"":478,""h"":558},""goPage2Time"":""2017-04-26T17:56:07.125Z"",""startDrawTime"":""2017-04-26T17:56:13.169Z"",""goPage3Time"":""2017-04-26T17:56:17.573Z"",""startInputTime"":""2017-04-26T17:56:19.249Z"",""submitTime"":""2017-04-26T17:56:22.928Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,73,71,72,84,73,83,79,70,70],""timeTypeStream"":[""2017-04-26T17:56:19.245Z"",""2017-04-26T17:56:19.427Z"",""2017-04-26T17:56:19.548Z"",""2017-04-26T17:56:19.661Z"",""2017-04-26T17:56:19.747Z"",""2017-04-26T17:56:19.940Z"",""2017-04-26T17:56:20.059Z"",""2017-04-26T17:56:20.258Z"",""2017-04-26T17:56:20.364Z"",""2017-04-26T17:56:20.491Z""],""confidence"":""yes""}"	"yes"	"light is off"
"34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:45:59 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000371647.jpg"	"600"	"1296000"	"Wed May 03 11:45:59 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"388U7OUMF8QDWP991QSL3CUNXLZR03"	"A1C6WBOVHW5N9X"	"Submitted"	"Thu May 11 13:54:08 CDT 2017"	"Wed Apr 26 13:52:59 CDT 2017"	"Wed Apr 26 13:54:08 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000371647.jpg"",""dataset"":""real"",""question"":""WHY IS IT DARK ON ONE SIDE OF THE ROOM?"",""answer"":""no light source"",""rectangle"":{""startX"":112.5,""startY"":31.966659545898438,""w"":239,""h"":184},""goPage2Time"":""2017-04-26T18:53:01.103Z"",""startDrawTime"":""2017-04-26T18:53:31.055Z"",""goPage3Time"":""2017-04-26T18:53:36.137Z"",""startInputTime"":""2017-04-26T18:53:42.878Z"",""submitTime"":""2017-04-26T18:54:04.648Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[78,79,76,73,71,72,84,83,79,85,82,67,69],""timeTypeStream"":[""2017-04-26T18:53:42.875Z"",""2017-04-26T18:53:42.988Z"",""2017-04-26T18:53:43.369Z"",""2017-04-26T18:53:43.419Z"",""2017-04-26T18:53:43.571Z"",""2017-04-26T18:53:43.670Z"",""2017-04-26T18:53:43.757Z"",""2017-04-26T18:53:46.627Z"",""2017-04-26T18:53:46.729Z"",""2017-04-26T18:53:46.810Z"",""2017-04-26T18:53:46.884Z"",""2017-04-26T18:53:47.080Z"",""2017-04-26T18:53:47.156Z""],""confidence"":""maybe""}"	"maybe"	"no light source"
"34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:45:59 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000371647.jpg"	"600"	"1296000"	"Wed May 03 11:45:59 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3SUWZRL0MZ2J1WQJH9O2D65VVZ06EB"	"A69RCROHR33S9"	"Submitted"	"Thu May 11 14:52:31 CDT 2017"	"Wed Apr 26 14:52:08 CDT 2017"	"Wed Apr 26 14:52:31 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000371647.jpg"",""dataset"":""real"",""question"":""WHY IS IT DARK ON ONE SIDE OF THE ROOM?"",""answer"":""night"",""rectangle"":{""startX"":2,""startY"":1,""w"":214,""h"":638},""goPage2Time"":""2017-04-26T19:52:10.799Z"",""startDrawTime"":""2017-04-26T19:52:15.720Z"",""goPage3Time"":""2017-04-26T19:52:24.516Z"",""startInputTime"":""2017-04-26T19:52:27.781Z"",""submitTime"":""2017-04-26T19:52:30.960Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[78,73,71,72,84],""timeTypeStream"":[""2017-04-26T19:52:27.781Z"",""2017-04-26T19:52:27.888Z"",""2017-04-26T19:52:27.991Z"",""2017-04-26T19:52:28.071Z"",""2017-04-26T19:52:28.184Z""],""confidence"":""maybe""}"	"maybe"	"night"
"34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:45:59 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000371647.jpg"	"600"	"1296000"	"Wed May 03 11:45:59 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3MMN5BL1W0TIG1VEF5ENJBYKUBV3MZ"	"ATR6RB1RULOC0"	"Submitted"	"Thu May 11 16:14:14 CDT 2017"	"Wed Apr 26 16:13:52 CDT 2017"	"Wed Apr 26 16:14:14 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000371647.jpg"",""dataset"":""real"",""question"":""WHY IS IT DARK ON ONE SIDE OF THE ROOM?"",""answer"":""no light"",""rectangle"":{""startX"":196.0555419921875,""startY"":32.94444465637207,""w"":154,""h"":80},""goPage2Time"":""2017-04-26T21:14:09.488Z"",""startDrawTime"":""2017-04-26T21:14:17.755Z"",""goPage3Time"":""2017-04-26T21:14:19.823Z"",""startInputTime"":""2017-04-26T21:14:27.604Z"",""submitTime"":""2017-04-26T21:14:30.058Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[78,79,76,73,71,72,84],""timeTypeStream"":[""2017-04-26T21:14:27.602Z"",""2017-04-26T21:14:27.703Z"",""2017-04-26T21:14:28.145Z"",""2017-04-26T21:14:28.235Z"",""2017-04-26T21:14:28.353Z"",""2017-04-26T21:14:28.439Z"",""2017-04-26T21:14:28.540Z""],""confidence"":""maybe""}"	"maybe"	"no light"
"34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:45:59 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000371647.jpg"	"600"	"1296000"	"Wed May 03 11:45:59 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=34HEO7RUG6I6BI9X3QKD3YAG5AUARQ"	"3ND9UOO81LRV1HFHPDOAOVUSSZMWLJ"	"A3VORMVEC48P9G"	"Submitted"	"Thu May 11 23:50:42 CDT 2017"	"Wed Apr 26 23:50:19 CDT 2017"	"Wed Apr 26 23:50:42 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000371647.jpg"",""dataset"":""real"",""question"":""WHY IS IT DARK ON ONE SIDE OF THE ROOM?"",""answer"":""There is only one light"",""rectangle"":{""startX"":216.23001098632812,""startY"":22.570003509521484,""w"":88,""h"":75.19998931884765},""goPage2Time"":""2017-04-27T04:50:21.157Z"",""startDrawTime"":""2017-04-27T04:50:29.238Z"",""goPage3Time"":""2017-04-27T04:50:33.059Z"",""startInputTime"":""2017-04-27T04:50:33.066Z"",""submitTime"":""2017-04-27T04:50:42.510Z"",""deleteCnt"":1,""editCnt"":1,""keyTypeStream"":[84,72,69,82,69,73,83,79,78,76,89,79,78,69,76,73,71,72,84],""timeTypeStream"":[""2017-04-27T04:50:35.411Z"",""2017-04-27T04:50:35.523Z"",""2017-04-27T04:50:35.620Z"",""2017-04-27T04:50:35.715Z"",""2017-04-27T04:50:36.691Z"",""2017-04-27T04:50:36.852Z"",""2017-04-27T04:50:36.964Z"",""2017-04-27T04:50:37.108Z"",""2017-04-27T04:50:37.188Z"",""2017-04-27T04:50:37.300Z"",""2017-04-27T04:50:37.508Z"",""2017-04-27T04:50:37.700Z"",""2017-04-27T04:50:37.795Z"",""2017-04-27T04:50:37.843Z"",""2017-04-27T04:50:37.972Z"",""2017-04-27T04:50:38.068Z"",""2017-04-27T04:50:38.213Z"",""2017-04-27T04:50:38.244Z"",""2017-04-27T04:50:38.356Z""],""confidence"":""maybe""}"	"maybe"	"There is only one light"
"3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:00 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000233381.jpg"	"600"	"1296000"	"Wed May 03 11:46:00 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3G5W44VEU87OKP7ZP88RNSVP9ATGK1"	"A2CO3PHGWP142Q"	"Submitted"	"Thu May 11 13:39:53 CDT 2017"	"Wed Apr 26 13:38:43 CDT 2017"	"Wed Apr 26 13:39:53 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000233381.jpg"",""dataset"":""real"",""question"":""Is he wearing the right type of suit?"",""answer"":""yes"",""rectangle"":{""startX"":272.29998779296875,""startY"":141.7750015258789,""w"":102,""h"":160},""goPage2Time"":""2017-04-26T18:38:51.496Z"",""startDrawTime"":""2017-04-26T18:39:01.632Z"",""goPage3Time"":""2017-04-26T18:39:32.137Z"",""startInputTime"":""2017-04-26T18:39:41.721Z"",""submitTime"":""2017-04-26T18:39:53.521Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-04-26T18:39:41.714Z"",""2017-04-26T18:39:42.173Z"",""2017-04-26T18:39:42.430Z""],""confidence"":""yes""}"	"yes"	"yes"
"3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:00 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000233381.jpg"	"600"	"1296000"	"Wed May 03 11:46:00 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3LKC68YZ3BS372IE2542GCYMN3TWO0"	"A1C6WBOVHW5N9X"	"Submitted"	"Thu May 11 13:43:18 CDT 2017"	"Wed Apr 26 13:42:41 CDT 2017"	"Wed Apr 26 13:43:18 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000233381.jpg"",""dataset"":""real"",""question"":""Is he wearing the right type of suit?"",""answer"":""yes"",""rectangle"":{""startX"":274.5,""startY"":136.96665954589844,""w"":124,""h"":162},""goPage2Time"":""2017-04-26T18:42:43.498Z"",""startDrawTime"":""2017-04-26T18:42:49.534Z"",""goPage3Time"":""2017-04-26T18:42:57.505Z"",""startInputTime"":""2017-04-26T18:43:07.697Z"",""submitTime"":""2017-04-26T18:43:14.078Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-04-26T18:43:07.693Z"",""2017-04-26T18:43:07.825Z"",""2017-04-26T18:43:07.895Z""],""confidence"":""yes""}"	"yes"	"yes"
"3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:00 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000233381.jpg"	"600"	"1296000"	"Wed May 03 11:46:00 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3WOKGM4L725AZCHT9YBH9HPIMYI0O6"	"A32QOCAC7XZJCP"	"Submitted"	"Thu May 11 14:24:15 CDT 2017"	"Wed Apr 26 14:23:38 CDT 2017"	"Wed Apr 26 14:24:15 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000233381.jpg"",""dataset"":""real"",""question"":""Is he wearing the right type of suit?"",""answer"":""Yes"",""rectangle"":{""startX"":281.04547119140625,""startY"":141.91193389892578,""w"":110,""h"":154},""goPage2Time"":""2017-05-08T05:30:16.059Z"",""startDrawTime"":""2017-05-08T05:30:19.853Z"",""goPage3Time"":""2017-05-08T05:30:29.446Z"",""startInputTime"":""2017-05-08T05:30:32.953Z"",""submitTime"":""2017-05-08T05:30:42.349Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89],""timeTypeStream"":[""2017-05-08T05:30:32.950Z""],""confidence"":""yes""}"	"yes"	"Yes"
"3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:00 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000233381.jpg"	"600"	"1296000"	"Wed May 03 11:46:00 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3UJ1CZ6IZIEOSBVNDLY2AHVA0VZS5J"	"A3QJWVR7M9XA1P"	"Submitted"	"Thu May 11 15:18:36 CDT 2017"	"Wed Apr 26 15:17:59 CDT 2017"	"Wed Apr 26 15:18:36 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000233381.jpg"",""dataset"":""real"",""question"":""Is he wearing the right type of suit?"",""answer"":""Yes"",""rectangle"":{""startX"":291,""startY"":164.171875,""w"":87,""h"":115},""goPage2Time"":""2017-04-26T20:18:05.041Z"",""startDrawTime"":""2017-04-26T20:18:09.314Z"",""goPage3Time"":""2017-04-26T20:18:12.473Z"",""startInputTime"":""2017-04-26T20:18:23.139Z"",""submitTime"":""2017-04-26T20:18:35.316Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[85,78,65,78,83,87,69,82,65,66,76,69,89,69,83],""timeTypeStream"":[""2017-04-26T20:18:23.137Z"",""2017-04-26T20:18:23.305Z"",""2017-04-26T20:18:23.386Z"",""2017-04-26T20:18:23.609Z"",""2017-04-26T20:18:23.785Z"",""2017-04-26T20:18:24.010Z"",""2017-04-26T20:18:24.097Z"",""2017-04-26T20:18:24.193Z"",""2017-04-26T20:18:24.353Z"",""2017-04-26T20:18:24.466Z"",""2017-04-26T20:18:24.609Z"",""2017-04-26T20:18:24.705Z"",""2017-04-26T20:18:30.633Z"",""2017-04-26T20:18:30.721Z"",""2017-04-26T20:18:30.823Z""],""confidence"":""maybe""}"	"maybe"	"Yes"
"3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:00 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000233381.jpg"	"600"	"1296000"	"Wed May 03 11:46:00 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OZ4VAIBEX395ITI6G20XU22G31JV8"	"3RYC5T2D74IGK6DTIB7BIDVV5UIRPJ"	"A39CN7ZXMNM2OB"	"Submitted"	"Thu May 11 15:26:34 CDT 2017"	"Wed Apr 26 15:26:14 CDT 2017"	"Wed Apr 26 15:26:34 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000233381.jpg"",""dataset"":""real"",""question"":""Is he wearing the right type of suit?"",""answer"":""yes"",""rectangle"":{""startX"":270,""startY"":135.171875,""w"":128,""h"":179},""goPage2Time"":""2017-04-26T20:26:18.107Z"",""startDrawTime"":""2017-04-26T20:26:23.313Z"",""goPage3Time"":""2017-04-26T20:26:28.235Z"",""startInputTime"":""2017-04-26T20:26:30.524Z"",""submitTime"":""2017-04-26T20:26:35.863Z"",""deleteCnt"":5,""editCnt"":1,""keyTypeStream"":[85,89,69,83,68],""timeTypeStream"":[""2017-04-26T20:26:30.519Z"",""2017-04-26T20:26:30.537Z"",""2017-04-26T20:26:31.072Z"",""2017-04-26T20:26:31.285Z"",""2017-04-26T20:26:31.291Z""],""confidence"":""yes""}"	"yes"	"yes"
"3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:01 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000262369.jpg"	"600"	"1296000"	"Wed May 03 11:46:01 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3VSOLARPKCY39HCKQWAIEPS0UBX397"	"AJJILCZOLP7CE"	"Submitted"	"Thu May 11 11:49:08 CDT 2017"	"Wed Apr 26 11:48:54 CDT 2017"	"Wed Apr 26 11:49:08 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000262369.jpg"",""dataset"":""real"",""question"":""What color are the faucets in the bathroom ?"",""answer"":""silver"",""rectangle"":{""startX"":244.38885498046875,""startY"":373.52430725097656,""w"":44,""h"":65},""goPage2Time"":""2017-04-26T16:48:57.524Z"",""startDrawTime"":""2017-04-26T16:49:00.684Z"",""goPage3Time"":""2017-04-26T16:49:02.552Z"",""startInputTime"":""2017-04-26T16:49:04.699Z"",""submitTime"":""2017-04-26T16:49:07.862Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[83,73,76,86,69,82],""timeTypeStream"":[""2017-04-26T16:49:04.696Z"",""2017-04-26T16:49:04.878Z"",""2017-04-26T16:49:05.054Z"",""2017-04-26T16:49:05.094Z"",""2017-04-26T16:49:05.263Z"",""2017-04-26T16:49:05.342Z""],""confidence"":""yes""}"	"yes"	"silver"
"3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:01 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000262369.jpg"	"600"	"1296000"	"Wed May 03 11:46:01 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3RJSC4XJ11JOR2BB4JFI0BPR53D506"	"A32QOCAC7XZJCP"	"Submitted"	"Thu May 11 14:23:37 CDT 2017"	"Wed Apr 26 14:22:59 CDT 2017"	"Wed Apr 26 14:23:37 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000262369.jpg"",""dataset"":""real"",""question"":""What color are the faucets in the bathroom ?"",""answer"":""stainless steel"",""rectangle"":{""startX"":256.04547119140625,""startY"":379.0028381347656,""w"":39,""h"":89},""goPage2Time"":""2017-05-08T05:29:33.204Z"",""startDrawTime"":""2017-05-08T05:29:38.592Z"",""goPage3Time"":""2017-05-08T05:29:48.009Z"",""startInputTime"":""2017-05-08T05:29:53.701Z"",""submitTime"":""2017-05-08T05:30:04.001Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[83,84,65,73,78,76,69,83,83,83,84,69,69,76],""timeTypeStream"":[""2017-05-08T05:29:53.698Z"",""2017-05-08T05:29:54.545Z"",""2017-05-08T05:29:54.926Z"",""2017-05-08T05:29:55.619Z"",""2017-05-08T05:29:55.785Z"",""2017-05-08T05:29:56.329Z"",""2017-05-08T05:29:56.821Z"",""2017-05-08T05:29:57.086Z"",""2017-05-08T05:29:57.258Z"",""2017-05-08T05:29:58.563Z"",""2017-05-08T05:29:59.150Z"",""2017-05-08T05:29:59.468Z"",""2017-05-08T05:29:59.635Z"",""2017-05-08T05:30:00.325Z""],""confidence"":""yes""}"	"yes"	"stainless steel"
"3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:01 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000262369.jpg"	"600"	"1296000"	"Wed May 03 11:46:01 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3HMVI3QICKHM0F6DB4OFPD6U51RY1O"	"A39CN7ZXMNM2OB"	"Submitted"	"Thu May 11 15:29:39 CDT 2017"	"Wed Apr 26 15:29:21 CDT 2017"	"Wed Apr 26 15:29:39 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000262369.jpg"",""dataset"":""real"",""question"":""What color are the faucets in the bathroom ?"",""answer"":""silver"",""rectangle"":{""startX"":230,""startY"":374.171875,""w"":72,""h"":100},""goPage2Time"":""2017-04-26T20:29:26.386Z"",""startDrawTime"":""2017-04-26T20:29:29.860Z"",""goPage3Time"":""2017-04-26T20:29:34.376Z"",""startInputTime"":""2017-04-26T20:29:36.923Z"",""submitTime"":""2017-04-26T20:29:40.984Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[83,73,76,86,69,82],""timeTypeStream"":[""2017-04-26T20:29:36.908Z"",""2017-04-26T20:29:37.111Z"",""2017-04-26T20:29:37.373Z"",""2017-04-26T20:29:37.832Z"",""2017-04-26T20:29:38.033Z"",""2017-04-26T20:29:38.243Z""],""confidence"":""yes""}"	"yes"	"silver"
"3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3D9187VUCM8XNJTVD0CB9NECK2KUIA"	"Answer question about image and give bounding box"	"Given an image and a question about it, can you answer the question and draw a bounding box to locate the evidence for your answer?"	"visual question answering, bounding box, image question"	"$0.02"	"Wed Apr 26 11:46:01 CDT 2017"	"5"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"COCO_train2014_000000262369.jpg"	"600"	"1296000"	"Wed May 03 11:46:01 CDT 2017"	"https://requester.mturk.com/mturk/manageHIT?HITId=3EN4YVUOUCG197YD6V3ILFZNWE9JXB"	"3OE22WJIGJDT0A6PMIH5NT8PHPCQUH"	"ATR6RB1RULOC0"	"Submitted"	"Thu May 11 16:17:12 CDT 2017"	"Wed Apr 26 16:16:55 CDT 2017"	"Wed Apr 26 16:17:12 CDT 2017"	""	""	""	""	""	"{""image"":""COCO_train2014_000000262369.jpg"",""dataset"":""real"",""question"":""What color are the faucets in the bathroom ?"",""answer"":""silver"",""rectangle"":{""startX"":239.0555419921875,""startY"":368.72222232818604,""w"":62,""h"":85},""goPage2Time"":""2017-04-26T21:17:12.033Z"",""startDrawTime"":""2017-04-26T21:17:18.986Z"",""goPage3Time"":""2017-04-26T21:17:21.774Z"",""startInputTime"":""2017-04-26T21:17:26.203Z"",""submitTime"":""2017-04-26T21:17:28.397Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[83,73,76,86,69,82],""timeTypeStream"":[""2017-04-26T21:17:26.201Z"",""2017-04-26T21:17:26.297Z"",""2017-04-26T21:17:26.457Z"",""2017-04-26T21:17:26.537Z"",""2017-04-26T21:17:26.696Z"",""2017-04-26T21:17:26.792Z""],""confidence"":""yes""}"	"yes"	"silver"
