hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.vqa	Answer.confidence	Answer.vqa_answer
3ZXNP4Z39R9DPIGMR3BX7VZRYEW7LB	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000010020.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3ZXNP4Z39R9DPIGMR3BX7VZRYEW7LB	3LO69W1SU42Z4VPHA8KS2S84YOUGLS	A150CIC6SJN8JC	Submitted	Wed May 17 13:20:55 CDT 2017	Tue May 02 13:20:48 CDT 2017	Tue May 02 13:20:55 CDT 2017								No
3ZXNP4Z39R9DPIGMR3BX7VZRYEW7LB	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000010020.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3ZXNP4Z39R9DPIGMR3BX7VZRYEW7LB	352YTHGROW2H6JD7OM3T1BIUR2CH4Z	A1FAZ7DF5HKZFB	Submitted	Wed May 17 13:22:27 CDT 2017	Tue May 02 13:22:07 CDT 2017	Tue May 02 13:22:27 CDT 2017						"{""image"":""abstract_v002_train2015_000000010020.png"",""dataset"":""vizwiz"",""question"":""Is the girl sleeping?"",""answer"":""no"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:15:36.344Z"",""startInputTime"":""2017-05-02T18:15:46.778Z"",""submitTime"":""2017-05-02T18:15:54.647Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[78,79],""timeTypeStream"":[""2017-05-02T18:15:46.766Z"",""2017-05-02T18:15:47.435Z""],""confidence"":""yes""}"	yes	no
3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000010147.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3ZR9AIQJUCY6VJ7BQEW8VJJD5L904F	A2YO837C0O1E91	Submitted	Wed May 17 13:08:15 CDT 2017	Tue May 02 13:08:08 CDT 2017	Tue May 02 13:08:15 CDT 2017							yes	yes
3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000010147.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3XC1O3LBOTB390BNU8JZ1BNTOI1TLD	AQ53YJDPDDLZ	Submitted	Wed May 17 13:12:58 CDT 2017	Tue May 02 13:12:43 CDT 2017	Tue May 02 13:12:58 CDT 2017						"{""image"":""abstract_v002_train2015_000000010147.png"",""dataset"":""vizwiz"",""question"":""Is the baby playing?"",""answer"":""Yes"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:12:43.924Z"",""startInputTime"":""2017-05-02T18:12:46.181Z"",""submitTime"":""2017-05-02T18:12:56.986Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-05-02T18:12:46.177Z"",""2017-05-02T18:12:46.290Z"",""2017-05-02T18:12:46.355Z""],""confidence"":""yes""}"	yes	Yes
3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000010147.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3RKNTXVS3NN2WW5TIGT1KPVQE7MA4H	A37WDOIQH6JM6V	Submitted	Wed May 17 13:16:36 CDT 2017	Tue May 02 13:16:24 CDT 2017	Tue May 02 13:16:36 CDT 2017						"{""image"":""abstract_v002_train2015_000000010147.png"",""dataset"":""vizwiz"",""question"":""Is the baby playing?"",""answer"":""yes"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:16:26.035Z"",""startInputTime"":""2017-05-02T18:16:32.019Z"",""submitTime"":""2017-05-02T18:16:34.862Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-05-02T18:16:32.014Z"",""2017-05-02T18:16:32.126Z"",""2017-05-02T18:16:32.299Z""],""confidence"":""yes""}"	yes	yes
3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000010147.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3TEM0PF1Q6MJVFQ4JPX1YNDJIY30DT	A1UBNUY60OGSA1	Submitted	Wed May 17 13:18:20 CDT 2017	Tue May 02 13:18:06 CDT 2017	Tue May 02 13:18:20 CDT 2017						"{""image"":""abstract_v002_train2015_000000010147.png"",""dataset"":""vizwiz"",""question"":""Is the baby playing?"",""answer"":""yes"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:18:07.027Z"",""startInputTime"":""2017-05-02T18:18:15.874Z"",""submitTime"":""2017-05-02T18:18:20.251Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-05-02T18:18:15.871Z"",""2017-05-02T18:18:16.365Z"",""2017-05-02T18:18:16.580Z""],""confidence"":""yes""}"	yes	yes
3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000010147.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3YO4AH2FPD8AY4WFY9YK92OY06CQ0I	33F859I56721RIYG31DG9PO01UTBHZ	A2S5F81DDMBUE8	Submitted	Wed May 17 13:19:31 CDT 2017	Tue May 02 13:19:15 CDT 2017	Tue May 02 13:19:31 CDT 2017						"{""image"":""abstract_v002_train2015_000000010147.png"",""dataset"":""vizwiz"",""question"":""Is the baby playing?"",""answer"":""yes"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:19:19.044Z"",""startInputTime"":""2017-05-02T18:19:28.712Z"",""submitTime"":""2017-05-02T18:19:33.375Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-05-02T18:19:28.703Z"",""2017-05-02T18:19:28.838Z"",""2017-05-02T18:19:29.104Z""],""confidence"":""yes""}"	yes	yes
31GN6YMHLPGFJACDJKGABXC3JZCSWB	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000013045.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=31GN6YMHLPGFJACDJKGABXC3JZCSWB	3N2BF7Y2VRJXA92DUQ3PN5ZUDTVHMS	A15VRRHQCLJHC8	Submitted	Wed May 17 13:02:57 CDT 2017	Tue May 02 12:59:32 CDT 2017	Tue May 02 13:02:57 CDT 2017						"{""image"":""abstract_v002_train2015_000000013045.png"",""dataset"":""vizwiz"",""question"":""What is in the pond?"",""answer"":""It is a lily pad"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T17:59:36.381Z"",""startInputTime"":""2017-05-02T18:02:44.520Z"",""submitTime"":""2017-05-02T18:02:57.822Z"",""deleteCnt"":1,""editCnt"":1,""keyTypeStream"":[73,84,73,83,65,76,73,76,73,89,80,65,68],""timeTypeStream"":[""2017-05-02T18:02:44.515Z"",""2017-05-02T18:02:44.965Z"",""2017-05-02T18:02:45.559Z"",""2017-05-02T18:02:45.738Z"",""2017-05-02T18:02:46.244Z"",""2017-05-02T18:02:46.998Z"",""2017-05-02T18:02:47.254Z"",""2017-05-02T18:02:47.550Z"",""2017-05-02T18:02:47.702Z"",""2017-05-02T18:02:49.129Z"",""2017-05-02T18:02:50.317Z"",""2017-05-02T18:02:50.489Z"",""2017-05-02T18:02:51.001Z""],""confidence"":""yes""}"	yes	It is a lily pad
31GN6YMHLPGFJACDJKGABXC3JZCSWB	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000013045.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=31GN6YMHLPGFJACDJKGABXC3JZCSWB	34PGFRQONP0P6RRHMSCX8GH0ONDWJ3	AVFHRN0S32V2H	Submitted	Wed May 17 13:05:25 CDT 2017	Tue May 02 13:04:58 CDT 2017	Tue May 02 13:05:25 CDT 2017						"{""image"":""abstract_v002_train2015_000000013045.png"",""dataset"":""vizwiz"",""question"":""What is in the pond?"",""answer"":""lillypad"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:04:58.729Z"",""startInputTime"":""2017-05-02T18:05:20.009Z"",""submitTime"":""2017-05-02T18:05:24.867Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,73,76,76,89,80,65,68],""timeTypeStream"":[""2017-05-02T18:05:20.002Z"",""2017-05-02T18:05:20.138Z"",""2017-05-02T18:05:20.330Z"",""2017-05-02T18:05:20.466Z"",""2017-05-02T18:05:20.700Z"",""2017-05-02T18:05:20.926Z"",""2017-05-02T18:05:21.066Z"",""2017-05-02T18:05:21.154Z""],""confidence"":""maybe""}"	maybe	lillypad
31GN6YMHLPGFJACDJKGABXC3JZCSWB	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000013045.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=31GN6YMHLPGFJACDJKGABXC3JZCSWB	3WS1NTTKEZ1GTZ40AVSRMNG4UBIF0I	ATHS9GUME1XCA	Submitted	Wed May 17 13:08:33 CDT 2017	Tue May 02 13:07:59 CDT 2017	Tue May 02 13:08:33 CDT 2017						"{""image"":""abstract_v002_train2015_000000013045.png"",""dataset"":""vizwiz"",""question"":""What is in the pond?"",""answer"":""frog"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:08:02.463Z"",""startInputTime"":""2017-05-02T18:08:24.255Z"",""submitTime"":""2017-05-02T18:08:31.822Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[70,82,79,71],""timeTypeStream"":[""2017-05-02T18:08:24.229Z"",""2017-05-02T18:08:24.455Z"",""2017-05-02T18:08:25.268Z"",""2017-05-02T18:08:25.858Z""],""confidence"":""no""}"	no	frog
31GN6YMHLPGFJACDJKGABXC3JZCSWB	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000013045.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=31GN6YMHLPGFJACDJKGABXC3JZCSWB	3QFUFYSY9Z4XSNM1TWFTYQ6HBN0F40	A2GS41OJ2X0HJ8	Submitted	Wed May 17 13:27:23 CDT 2017	Tue May 02 13:27:01 CDT 2017	Tue May 02 13:27:23 CDT 2017						"{""image"":""abstract_v002_train2015_000000013045.png"",""dataset"":""vizwiz"",""question"":""What is in the pond?"",""answer"":""lily pad"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:27:02.755Z"",""startInputTime"":""2017-05-02T18:27:18.629Z"",""submitTime"":""2017-05-02T18:27:23.206Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,73,76,89,80,65,68],""timeTypeStream"":[""2017-05-02T18:27:18.624Z"",""2017-05-02T18:27:18.860Z"",""2017-05-02T18:27:19.082Z"",""2017-05-02T18:27:19.331Z"",""2017-05-02T18:27:19.988Z"",""2017-05-02T18:27:20.414Z"",""2017-05-02T18:27:20.614Z""],""confidence"":""yes""}"	yes	lily pad
31GN6YMHLPGFJACDJKGABXC3JZCSWB	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000013045.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=31GN6YMHLPGFJACDJKGABXC3JZCSWB	3JAOYWH7VJTKPL29W2EIABMHUB0L97	A1FAZ7DF5HKZFB	Submitted	Wed May 17 13:29:07 CDT 2017	Tue May 02 13:28:49 CDT 2017	Tue May 02 13:29:07 CDT 2017						"{""image"":""abstract_v002_train2015_000000013045.png"",""dataset"":""vizwiz"",""question"":""What is in the pond?"",""answer"":""lily pad"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:22:18.295Z"",""startInputTime"":""2017-05-02T18:22:28.467Z"",""submitTime"":""2017-05-02T18:22:34.700Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[76,73,76,89,80,65,68],""timeTypeStream"":[""2017-05-02T18:22:28.452Z"",""2017-05-02T18:22:28.709Z"",""2017-05-02T18:22:29.043Z"",""2017-05-02T18:22:29.624Z"",""2017-05-02T18:22:30.812Z"",""2017-05-02T18:22:30.941Z"",""2017-05-02T18:22:31.357Z""],""confidence"":""yes""}"	yes	lily pad
3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006686.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3S829FDFT2PO6LYLWZH7IH4ARY8XDF	34YB12FSQZDJAD72AKL725NTYTIMGY	A2YO837C0O1E91	Submitted	Wed May 17 13:05:07 CDT 2017	Tue May 02 13:04:45 CDT 2017	Tue May 02 13:05:07 CDT 2017							maybe	scooter
3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006686.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3VA45EW49OCA612B5HFHNM8SR4FO1G	A1FAZ7DF5HKZFB	Submitted	Wed May 17 13:12:27 CDT 2017	Tue May 02 13:12:08 CDT 2017	Tue May 02 13:12:27 CDT 2017						"{""image"":""abstract_v002_train2015_000000006686.png"",""dataset"":""vizwiz"",""question"":""What is the man reaching to get?"",""answer"":""moped"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:05:37.732Z"",""startInputTime"":""2017-05-02T18:05:46.451Z"",""submitTime"":""2017-05-02T18:05:55.063Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[77,79,80,69,68],""timeTypeStream"":[""2017-05-02T18:05:46.438Z"",""2017-05-02T18:05:46.656Z"",""2017-05-02T18:05:47.244Z"",""2017-05-02T18:05:47.648Z"",""2017-05-02T18:05:47.923Z""],""confidence"":""yes""}"	yes	moped
3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006686.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3H8DHMCCWA0L85X8NI7JH7SSWW9KDJ	A3L1OIVE57IMT2	Submitted	Wed May 17 13:19:24 CDT 2017	Tue May 02 13:19:17 CDT 2017	Tue May 02 13:19:24 CDT 2017						"{""image"":""abstract_v002_train2015_000000006686.png"",""dataset"":""vizwiz"",""question"":""What is the man reaching to get?"",""answer"":""scooter"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:19:18.052Z"",""startInputTime"":""2017-05-02T18:19:21.241Z"",""submitTime"":""2017-05-02T18:19:23.927Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[83,67,79,79,84,69,82],""timeTypeStream"":[""2017-05-02T18:19:21.238Z"",""2017-05-02T18:19:21.470Z"",""2017-05-02T18:19:21.806Z"",""2017-05-02T18:19:21.959Z"",""2017-05-02T18:19:22.051Z"",""2017-05-02T18:19:22.264Z"",""2017-05-02T18:19:22.308Z""],""confidence"":""yes""}"	yes	scooter
3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006686.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3U088ZLJVLII4LQV0K2RQB24PEA0W3	A2S5F81DDMBUE8	Submitted	Wed May 17 13:23:02 CDT 2017	Tue May 02 13:22:38 CDT 2017	Tue May 02 13:23:02 CDT 2017						"{""image"":""abstract_v002_train2015_000000006686.png"",""dataset"":""vizwiz"",""question"":""What is the man reaching to get?"",""answer"":""the scooter"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:22:41.727Z"",""startInputTime"":""2017-05-02T18:22:56.118Z"",""submitTime"":""2017-05-02T18:23:04.487Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[84,72,69,83,67,79,79,84,69,82],""timeTypeStream"":[""2017-05-02T18:22:56.109Z"",""2017-05-02T18:22:56.263Z"",""2017-05-02T18:22:56.444Z"",""2017-05-02T18:22:57.411Z"",""2017-05-02T18:22:57.696Z"",""2017-05-02T18:22:58.096Z"",""2017-05-02T18:22:58.281Z"",""2017-05-02T18:22:58.397Z"",""2017-05-02T18:22:58.629Z"",""2017-05-02T18:22:58.730Z""],""confidence"":""maybe""}"	maybe	the scooter
3S829FDFT2PO6LYLWZH7IH4ARY8XDF	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006686.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3S829FDFT2PO6LYLWZH7IH4ARY8XDF	324G5B4FB4X3E6PUSCUFYV3NWN2072	A150CIC6SJN8JC	Submitted	Wed May 17 13:38:40 CDT 2017	Tue May 02 13:38:23 CDT 2017	Tue May 02 13:38:40 CDT 2017								Scooter
3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006713.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	304SM51WA4TQHRCWEVPFD3V2A59BSJ	A2YO837C0O1E91	Submitted	Wed May 17 13:07:05 CDT 2017	Tue May 02 13:06:51 CDT 2017	Tue May 02 13:07:05 CDT 2017							maybe	no
3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006713.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	39GHHAVOMGGDXP8XCM6EDOY94UGJ46	A3AV8KOZW78IEW	Submitted	Wed May 17 13:19:28 CDT 2017	Tue May 02 13:19:17 CDT 2017	Tue May 02 13:19:28 CDT 2017						"{""image"":""abstract_v002_train2015_000000006713.png"",""dataset"":""vizwiz"",""question"":""Will the boy fall into the pond?"",""answer"":""maybe"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:25:23.109Z"",""startInputTime"":""2017-05-02T18:25:28.794Z"",""submitTime"":""2017-05-02T18:25:32.369Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[77,65,89,66,69],""timeTypeStream"":[""2017-05-02T18:25:28.787Z"",""2017-05-02T18:25:28.948Z"",""2017-05-02T18:25:29.101Z"",""2017-05-02T18:25:29.364Z"",""2017-05-02T18:25:29.580Z""],""confidence"":""maybe""}"	maybe	maybe
3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006713.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3HHRAGRYX9USV6569UUA2SQBPG59OC	A1FAZ7DF5HKZFB	Submitted	Wed May 17 13:25:53 CDT 2017	Tue May 02 13:25:35 CDT 2017	Tue May 02 13:25:53 CDT 2017						"{""image"":""abstract_v002_train2015_000000006713.png"",""dataset"":""vizwiz"",""question"":""Will the boy fall into the pond?"",""answer"":""maybe"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:19:04.339Z"",""startInputTime"":""2017-05-02T18:19:12.640Z"",""submitTime"":""2017-05-02T18:19:20.840Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[77,65,89,66,69],""timeTypeStream"":[""2017-05-02T18:19:12.636Z"",""2017-05-02T18:19:12.857Z"",""2017-05-02T18:19:13.193Z"",""2017-05-02T18:19:13.494Z"",""2017-05-02T18:19:13.909Z""],""confidence"":""yes""}"	yes	maybe
3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006713.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3HWRJOOET6ROOUOGOMR5EB1ND2OSE2	A2GS41OJ2X0HJ8	Submitted	Wed May 17 13:28:48 CDT 2017	Tue May 02 13:28:37 CDT 2017	Tue May 02 13:28:48 CDT 2017						"{""image"":""abstract_v002_train2015_000000006713.png"",""dataset"":""vizwiz"",""question"":""Will the boy fall into the pond?"",""answer"":""yes"",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:28:39.187Z"",""startInputTime"":""2017-05-02T18:28:44.731Z"",""submitTime"":""2017-05-02T18:28:47.642Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[89,69,83],""timeTypeStream"":[""2017-05-02T18:28:44.727Z"",""2017-05-02T18:28:45.018Z"",""2017-05-02T18:28:45.162Z""],""confidence"":""maybe""}"	maybe	yes
3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3WBZ6EY6WWZZDK11Y39O136416FULP	Answer question about image	"Given an image and a question about it, can you answer the question according to the image?"	"visual question answering, image question"	$0.02 	Tue May 02 12:58:12 CDT 2017	5	0	0	0	Reviewable	NotReviewed	abstract_v002_train2015_000000006713.png	600	1296000	Tue May 09 12:58:12 CDT 2017	https://requester.mturk.com/mturk/manageHIT?HITId=3LEG2HW4UFBK3P9KZGR4GRDZQ2O2FL	3FE7TXL1LJCKGYXN3Y7ZHADXYBDQ29	A1UBNUY60OGSA1	Submitted	Wed May 17 13:29:25 CDT 2017	Tue May 02 13:29:14 CDT 2017	Tue May 02 13:29:25 CDT 2017						"{""image"":""abstract_v002_train2015_000000006713.png"",""dataset"":""vizwiz"",""question"":""Will the boy fall into the pond?"",""answer"":""no "",""rectangle"":null,""goPage2Time"":null,""startDrawTime"":null,""goPage3Time"":""2017-05-02T18:29:14.967Z"",""startInputTime"":""2017-05-02T18:29:23.683Z"",""submitTime"":""2017-05-02T18:29:25.846Z"",""deleteCnt"":0,""editCnt"":0,""keyTypeStream"":[78,79],""timeTypeStream"":[""2017-05-02T18:29:23.679Z"",""2017-05-02T18:29:23.854Z""],""confidence"":""yes""}"	yes	no 
