,exact,entropy,oneDisagree,divCount,divAns
COCO_train2014_000000453885.jpg,0,1.0,0,5,"{'elk': 1, 'llama': 1, 'deer': 1, 'goat': 1, 'grass': 1}"
COCO_train2014_000000461989.jpg,0,0.8277293767706427,0,4,"{'black brown and white': 2, 'brown': 1, 'black brown white': 1, 'black orange white': 1}"
COCO_train2014_000000466145.jpg,1,0.0,1,1,{'no': 5}
COCO_train2014_000000467063.jpg,0,0.3109175070825711,1,2,"{'cowboy hat': 4, 'hat': 1}"
COCO_train2014_000000467929.jpg,0,1.0,0,5,"{'hat': 1, 'horns': 1, 'snow goggles': 1, 'helmet with horns': 1, 'hat with horns': 1}"
COCO_train2014_000000471905.jpg,0,0.5904362833084088,0,3,"{'right': 3, 'unanswerable': 1, 'yes': 1}"
COCO_train2014_000000479670.jpg,1,0.0,1,1,{'no': 5}
COCO_train2014_000000488962.jpg,1,0.0,1,1,{'banana': 5}
COCO_train2014_000000491111.jpg,1,0.0,1,1,{'girls': 5}
COCO_train2014_000000491400.jpg,0,0.3109175070825711,1,2,"{'homemade bench': 1, 'bench': 4}"
COCO_train2014_000000492060.jpg,0,0.3109175070825711,1,2,"{'2': 1, '3': 4}"
COCO_train2014_000000495609.jpg,0,0.8277293767706427,0,4,"{'mutt and jeff': 1, 'unanswerable': 2, 'george and jane': 1, 'asian': 1}"
COCO_train2014_000000501867.jpg,0,0.6554587535412856,0,3,"{'unanswerable': 2, 'no': 2, 'yes': 1}"
COCO_train2014_000000511446.jpg,0,0.41816566007905165,0,2,"{'black': 3, 'green': 2}"
COCO_train2014_000000513124.jpg,0,0.5904362833084088,0,3,"{'maroon': 3, 'burgundy': 1, 'wine': 1}"
COCO_train2014_000000525691.jpg,0,0.5904362833084088,0,3,"{'tigers': 1, 'animals': 1, 'sheep': 3}"
COCO_train2014_000000530160.jpg,1,0.0,1,1,{'yes': 5}
COCO_train2014_000000531960.jpg,1,0.0,1,1,{'no': 5}
COCO_train2014_000000532128.jpg,0,1.0,0,5,"{'soup': 1, 'aromatique': 1, 'mirepoix': 1, 'mire poix': 1, 'food': 1}"
COCO_train2014_000000533957.jpg,1,0.0,1,1,{'pizza': 5}
COCO_train2014_000000534511.jpg,0,0.3109175070825711,1,2,"{'yes': 4, 'kind of': 1}"
COCO_train2014_000000535130.jpg,0,0.8277293767706427,0,4,"{'protecting her privacy': 1, 'protecting their privacy': 1, 'unanswerable': 2, 'privacy': 1}"
COCO_train2014_000000535804.jpg,0,0.41816566007905165,0,2,"{'cows': 3, 'cow': 2}"
COCO_train2014_000000542165.jpg,0,0.3109175070825711,1,2,"{'no': 4, 'yes': 1}"
COCO_train2014_000000543028.jpg,1,0.0,1,1,{'yes': 5}
COCO_train2014_000000547419.jpg,1,0.0,1,1,{'yes': 5}
COCO_train2014_000000548704.jpg,1,0.0,1,1,{'chocolate': 5}
COCO_train2014_000000555109.jpg,0,1.0,0,5,"{'behind bike': 1, 'car is behind bicycle': 1, 'behind bicycle': 1, 'behind biker': 1, 'right side': 1}"
COCO_train2014_000000558006.jpg,1,0.0,1,1,{'yes': 5}
COCO_train2014_000000564978.jpg,0,0.3109175070825711,1,2,"{'yes': 4, 'no': 1}"
COCO_train2014_000000567121.jpg,1,0.0,1,1,{'white': 5}
COCO_train2014_000000574776.jpg,1,0.0,1,1,{'yes': 5}
COCO_train2014_000000577967.jpg,1,0.0,1,1,{'cat': 5}
COCO_train2014_000000579567.jpg,1,0.0,1,1,{'yes': 5}
